тянуть	642	лямка	33	a	10	6.406961447361858	10.714597781137751
молчать	266	ежик	59	n	4	6.3751169576669104	9.599120563717815
исполниться	385	годик	62	a	11	6.372377631623411	11.967578522307623
висеть	592	постер	20	n	3	6.366623482734785	9.201258208247104
водить	276	хоровод	95	a	12	6.362439394567291	11.30883809544692
мучить	200	колит	20	n	1	6.347258157867854	9.0
накрыть	222	лавина	55	n	3	6.322229363376332	9.752072486556415
пустить	562	самотек	24	a	6	6.321430638734325	9.823411268276676
потрясти	205	галыгин	20	n	1	6.311634248137133	8.830074998557688
выплатить	329	ви	25	n	2	6.307242479019974	9.299560281858907
переиграть	206	волгарь-газпром	20	n	1	6.30461382045936	8.5906090638623
держаться	680	плав	73	n	12	6.298789448233378	10.45567948377619
предпринять	267	экскурс	31	n	2	6.298150200455511	8.771181309504119
внести	961	лепта	88	a	37	6.297486085173154	11.745928992357769
висеть	592	волосок	50	l	20	6.295440088167422	11.830074998557688
выразиться	209	телодвижение	20	n	1	6.283755215561696	8.179821037584812
расширять	209	дом-интернат	20	n	1	6.283755215561696	8.5906090638623
выразиться	209	саркозь	20	n	1	6.283755215561696	8.179821037584812
обретать	201	динамизм	21	n	1	6.269673328572252	8.714597781137751
возвести	201	фавор	21	n	1	6.269673328572252	8.933910809542228
поверить	352	прозрение	24	n	2	6.268648323171488	8.94471756449881
благодарить	379	весь	60	g	12	6.2554010809313665	11.540568381362704
обвиняться	356	моше	24	n	2	6.252346510842387	8.850252880495319
выплачиваться	225	подъемные	21	a	2	6.249758344959455	10.21864028647534
удовлетворить	278	ходатайство	426	a	50	6.246062455780631	11.730966853544764
потрясти	205	шумоизоляция	21	n	1	6.241244920245735	8.810175441119982
повышать	418	выживаемость	31	n	3	6.23644950078334	9.045803689613125
надевать	262	хиджаб	33	n	2	6.235225321634037	9.415037499278844
скрыться	206	преступница	21	n	1	6.234224492567962	8.696219251822896
высказывать	335	экс-руководитель	26	n	2	6.224585439043714	8.830074998557688
повредить	230	мазда	38	n	2	6.21962487814198	9.313499472816781
гласить	227	поговорка	135	n	7	6.217033280245799	9.858987690472926
отыграть	219	ден	20	n	1	6.216327288041405	8.557056504151273
обозначать	209	чувственность	21	n	1	6.213365887670298	8.385290155884793
нестись	209	придурок	21	n	1	6.213365887670298	8.830074998557688
мучить	200	ворсобин	22	n	1	6.209754634117919	8.955605880641546
хранить	480	молчание	266	n	29	6.208850406547804	11.258068152940444
закупить	259	бит	34	n	2	6.208771313593047	9.385290155884793
улыбаться	441	джоконда	20	n	2	6.206479502085058	8.154509949055624
размещать	221	гук	20	n	1	6.203211788251147	9.022720076500082
охранять	221	полицай	20	n	1	6.203211788251147	8.5906090638623
выставляться	221	картошечка	20	n	1	6.203211788251147	8.933910809542228
повториться	201	оказия	22	n	1	6.2025591327137155	8.696219251822896
застрять	201	торо	22	n	1	6.2025591327137155	8.89147554322183
гласить	227	молва	39	n	2	6.201091736376777	8.761595260674921
забросить	202	латвиец	22	n	1	6.195399341140849	8.678071905112638
править	212	кондоминиум	21	n	1	6.1928045651879815	8.5906090638623
расстрелять	223	изверг	20	n	1	6.190214447722274	9.272079545436801
потянуться	225	павлин	20	n	1	6.177333156425542	8.5906090638623
выпадать	225	толстосум	20	n	1	6.177333156425542	8.850252880495319
загореться	250	обшивка	36	n	2	6.177333156425542	9.370643379920391
